"Date","Price","Open","High","Low","Vol.","Change %"
"10/08/2009","213.86","214.90","217.25","213.21","318.35K","0.17%"
"10/07/2009","213.50","214.01","214.39","210.58","325.00K","0.18%"
"10/06/2009","213.11","215.98","219.06","210.30","558.79K","0.00%"
"10/05/2009","213.10","208.35","213.26","207.01","349.62K","2.98%"
"10/02/2009","206.93","207.24","212.03","206.00","364.25K","-0.90%"
"10/01/2009","208.80","214.87","217.69","208.73","393.64K","-3.70%"
"09/30/2009","216.82","216.35","218.61","212.64","410.08K","1.26%"
"09/29/2009","214.12","213.94","216.66","213.27","416.96K","0.09%"
"09/28/2009","213.92","205.39","213.92","205.25","406.32K","4.99%"
"09/25/2009","203.75","206.27","206.27","203.00","262.49K","-1.21%"
"09/24/2009","206.25","212.19","214.04","203.81","446.22K","-2.27%"
"09/23/2009","211.03","213.66","220.17","210.50","740.19K","1.36%"
"09/22/2009","208.20","205.55","208.74","205.55","204.11K","1.90%"
"09/21/2009","204.32","205.82","207.00","203.67","278.12K","-1.39%"
"09/18/2009","207.19","202.32","207.28","202.32","413.67K","2.35%"
"09/17/2009","202.43","204.01","207.65","202.29","323.72K","-2.19%"
"09/16/2009","206.96","202.95","207.00","201.78","387.25K","3.13%"
"09/15/2009","200.67","201.23","202.31","199.57","290.54K","-0.28%"
"09/14/2009","201.23","199.41","201.29","197.61","216.09K","-0.27%"
"09/11/2009","201.77","202.22","203.00","200.06","282.75K","0.04%"
"09/10/2009","201.68","201.84","202.60","199.25","236.14K","-0.16%"
"09/09/2009","202.01","199.36","202.73","198.46","224.40K","1.33%"
"09/08/2009","199.36","198.84","199.73","197.10","243.24K","2.00%"
"09/04/2009","195.45","197.14","197.95","194.16","268.03K","-0.86%"
"09/03/2009","197.14","193.10","197.14","193.10","267.80K","2.47%"
"09/02/2009","192.38","191.94","195.32","191.68","238.40K","-0.90%"
"09/01/2009","194.12","199.80","202.86","193.45","524.84K","-2.73%"
"08/31/2009","199.57","197.30","200.01","196.82","290.56K","-0.98%"
"08/28/2009","201.55","200.96","203.78","200.15","434.88K","0.65%"
"08/27/2009","200.25","199.30","200.66","196.36","419.87K","0.53%"
"08/26/2009","199.20","201.99","204.52","198.82","431.21K","-1.56%"
"08/25/2009","202.36","203.60","204.42","200.68","536.59K","-1.19%"
"08/24/2009","204.80","209.50","210.53","204.10","446.42K","-1.30%"
"08/21/2009","207.50","208.58","210.02","206.27","382.98K","0.62%"
"08/20/2009","206.23","195.58","207.00","195.58","612.04K","4.88%"
"08/19/2009","196.64","193.33","197.82","193.05","279.87K","0.24%"
"08/18/2009","196.17","191.42","197.31","189.35","383.91K","3.82%"
"08/17/2009","188.96","192.73","196.79","188.50","686.82K","-4.45%"
"08/14/2009","197.77","199.85","200.95","196.60","310.44K","-0.41%"
"08/13/2009","198.59","201.61","203.79","197.44","326.31K","-1.24%"
"08/12/2009","201.08","198.50","203.98","198.04","432.69K","1.17%"
"08/11/2009","198.76","198.77","200.37","195.60","467.46K","-0.01%"
"08/10/2009","198.77","203.50","203.50","197.00","210.21K","-1.82%"
"08/07/2009","202.46","198.28","203.45","198.05","315.34K","2.31%"
"08/06/2009","197.89","200.37","203.59","196.20","547.28K","-1.37%"
"08/05/2009","200.63","197.77","201.27","196.59","461.75K","1.02%"
"08/04/2009","198.60","194.37","198.99","192.87","517.42K","1.52%"
"08/03/2009","195.62","192.10","195.62","192.10","411.48K","2.67%"
"07/31/2009","190.54","192.74","192.74","189.25","276.60K","-0.43%"
"07/30/2009","191.36","189.80","195.37","189.80","466.56K","1.12%"
"07/29/2009","189.24","189.00","190.50","188.39","327.75K","-0.48%"
"07/28/2009","190.16","189.49","192.81","187.63","526.46K","0.08%"
"07/27/2009","190.00","191.31","193.50","189.37","568.72K","-1.13%"
"07/24/2009","192.18","196.35","197.83","189.65","685.46K","-2.89%"
"07/23/2009","197.90","186.00","199.63","185.68","1.37M","6.68%"
"07/22/2009","185.51","181.15","185.83","179.48","767.17K","0.74%"
"07/21/2009","184.14","181.52","184.93","178.40","859.29K","-0.37%"
"07/20/2009","184.82","181.49","185.30","180.07","544.98K","2.80%"
"07/17/2009","179.79","177.69","180.09","177.69","307.98K","0.37%"
"07/16/2009","179.12","179.99","180.15","175.47","359.79K","-0.53%"
"07/15/2009","180.07","174.45","180.32","173.19","463.20K","4.26%"
"07/14/2009","172.71","172.52","173.19","169.50","600.07K","0.35%"
"07/13/2009","172.10","168.63","172.12","165.56","524.19K","3.57%"
"07/10/2009","166.16","166.50","167.37","164.00","331.02K","-0.08%"
"07/09/2009","166.29","160.56","167.38","160.55","454.75K","3.04%"
"07/08/2009","161.39","165.25","165.25","159.45","709.43K","-0.48%"
"07/07/2009","162.17","167.92","167.92","162.07","585.13K","-2.44%"
"07/06/2009","166.23","167.75","168.28","164.75","597.64K","-0.85%"
"07/02/2009","167.65","172.05","172.05","167.65","317.57K","-3.01%"
"07/01/2009","172.85","176.10","176.22","172.52","422.96K","-1.47%"
"06/30/2009","175.42","177.90","177.90","173.65","276.48K","-0.30%"
"06/29/2009","175.95","176.50","177.95","175.10","391.35K","-1.09%"
"06/26/2009","177.88","176.70","177.98","175.45","886.16K","1.47%"
"06/25/2009","175.30","173.73","177.92","172.40","685.47K","1.05%"
"06/24/2009","173.47","167.65","174.87","167.65","558.13K","3.37%"
"06/23/2009","167.81","168.10","170.89","167.46","502.06K","0.31%"
"06/22/2009","167.29","173.43","174.50","167.26","560.46K","-4.38%"
"06/19/2009","174.96","172.53","175.49","171.43","530.92K","2.70%"
"06/18/2009","170.36","168.25","172.81","167.55","478.23K","1.86%"
"06/17/2009","167.25","170.10","172.54","165.74","708.24K","-1.30%"
"06/16/2009","169.45","170.24","172.50","168.32","1.17M","-0.11%"
"06/15/2009","169.64","172.85","174.62","166.15","1.24M","-3.92%"
"06/12/2009","176.56","179.60","180.00","170.21","1.60M","-3.31%"
"06/11/2009","182.60","180.20","183.76","178.55","742.66K","2.29%"
"06/10/2009","178.52","180.00","182.51","176.56","975.70K","-1.99%"
"06/09/2009","182.14","172.95","183.80","169.41","1.84M","7.55%"
"06/08/2009","169.36","169.00","170.56","164.70","899.42K","3.43%"
"06/05/2009","163.74","167.82","169.75","163.20","1.06M","-0.85%"
"06/04/2009","165.15","165.25","166.70","162.36","763.30K","0.38%"
"06/03/2009","164.53","166.23","167.73","162.37","806.96K","-1.74%"
"06/02/2009","167.45","165.84","168.31","163.08","745.36K","1.49%"
"06/01/2009","164.99","162.92","165.75","157.98","802.46K","3.44%"
"05/29/2009","159.50","153.97","159.50","151.34","1.06M","4.02%"
"05/28/2009","153.33","149.43","153.90","148.84","476.74K","2.83%"
"05/27/2009","149.11","154.96","157.00","148.50","588.70K","-3.76%"
"05/26/2009","154.93","145.69","154.93","145.33","1.01M","4.88%"
"05/22/2009","147.72","143.15","149.25","141.48","884.43K","4.21%"
"05/21/2009","141.75","135.38","141.89","134.50","1.39M","3.35%"
"05/20/2009","137.16","141.79","143.08","136.48","522.93K","-1.80%"
"05/19/2009","139.68","145.52","145.52","138.64","842.02K","-3.21%"
"05/18/2009","144.31","143.25","145.03","140.25","991.80K","2.49%"
"05/15/2009","140.81","140.02","144.25","136.82","942.62K","0.56%"
"05/14/2009","140.03","138.53","142.20","137.23","617.00K","1.43%"
"05/13/2009","138.06","140.60","142.67","137.74","861.20K","-3.47%"
"05/12/2009","143.03","142.05","146.49","139.15","803.37K","0.69%"
"05/11/2009","142.05","145.30","147.33","141.74","620.63K","-4.25%"
"05/08/2009","148.35","148.13","149.48","143.01","1.21M","2.68%"
"05/07/2009","144.48","158.60","158.61","143.66","1.63M","-7.17%"
"05/06/2009","155.64","158.00","160.38","153.51","1.08M","-1.30%"
"05/05/2009","157.69","156.25","160.60","155.54","1.02M","-0.19%"
"05/04/2009","157.99","150.18","158.25","150.15","801.93K","6.45%"
"05/01/2009","148.42","147.75","149.43","144.50","1.16M","1.30%"
"04/30/2009","146.52","151.00","152.97","146.46","674.91K","-2.99%"
"04/29/2009","151.03","150.60","151.93","147.59","639.46K","2.85%"
"04/28/2009","146.84","148.79","149.47","146.54","515.95K","-1.75%"
"04/27/2009","149.46","149.99","153.26","148.02","687.54K","-1.12%"
"04/24/2009","151.16","145.39","152.72","143.06","1.27M","2.33%"
"04/23/2009","147.72","139.43","148.05","136.44","1.47M","8.47%"
"04/22/2009","136.18","136.50","142.50","133.87","1.69M","-1.88%"
"04/21/2009","138.79","120.00","138.89","119.12","1.56M","12.30%"
"04/20/2009","123.59","134.95","134.95","123.39","1.12M","-9.07%"
"04/17/2009","135.92","131.18","137.80","129.69","855.29K","-0.50%"
"04/16/2009","136.60","137.20","142.50","132.49","701.96K","-1.73%"
"04/15/2009","139.00","131.64","139.41","129.99","673.03K","5.15%"
"04/14/2009","132.19","138.37","139.37","131.93","755.18K","-5.15%"
"04/13/2009","139.37","135.76","140.96","134.45","959.78K","0.96%"
"04/09/2009","138.04","135.50","138.83","132.00","844.67K","6.99%"
"04/08/2009","129.02","128.61","131.86","125.69","1.23M","0.34%"
"04/07/2009","128.58","132.80","134.47","128.03","817.43K","-5.71%"
"04/06/2009","136.37","135.45","138.51","133.31","830.74K","-1.18%"
"04/03/2009","138.00","134.88","138.16","134.23","711.63K","1.17%"
"04/02/2009","136.41","133.00","138.86","130.82","1.20M","4.38%"
"04/01/2009","130.69","128.86","132.41","128.20","1.30M","0.50%"
"03/31/2009","130.04","126.50","130.90","123.43","970.69K","4.12%"
"03/30/2009","124.89","123.54","129.45","123.38","1.18M","-2.04%"
"03/27/2009","127.49","133.75","133.75","127.18","1.15M","-6.73%"
"03/26/2009","136.69","132.55","136.83","127.67","1.22M","3.12%"
"03/25/2009","132.55","130.05","134.43","125.38","879.62K","3.20%"
"03/24/2009","128.44","128.90","139.00","128.14","1.22M","-4.12%"
"03/23/2009","133.96","117.81","134.07","115.92","1.52M","17.55%"
"03/20/2009","113.96","114.71","116.54","112.77","779.60K","0.15%"
"03/19/2009","113.79","120.58","121.99","113.36","1.15M","-6.72%"
"03/18/2009","121.99","107.50","122.46","106.64","1.30M","11.21%"
"03/17/2009","109.69","104.32","109.69","102.73","534.90K","5.57%"
"03/16/2009","103.90","108.90","110.40","103.45","735.86K","-3.80%"
"03/13/2009","108.00","109.26","111.25","105.55","710.33K","-2.88%"
"03/12/2009","111.20","105.00","111.70","102.80","758.50K","5.59%"
"03/11/2009","105.31","100.98","106.50","99.02","886.75K","4.79%"
"03/10/2009","100.50","92.82","100.52","92.25","807.42K","10.56%"
"03/09/2009","90.90","90.50","93.63","89.50","538.99K","-1.62%"
"03/06/2009","92.40","95.02","95.02","88.91","785.97K","1.07%"
"03/05/2009","91.42","92.48","96.23","90.29","754.06K","-5.11%"
"03/04/2009","96.34","92.94","99.16","91.60","1.52M","6.37%"
"03/03/2009","90.57","94.37","95.22","89.81","1.40M","-1.90%"
"03/02/2009","92.32","95.80","97.90","91.57","1.17M","-4.64%"
"02/27/2009","96.81","99.38","102.38","96.60","1.37M","-3.90%"
"02/26/2009","100.74","107.26","109.21","100.00","760.53K","-4.58%"
"02/25/2009","105.57","106.05","108.54","101.61","805.07K","-1.38%"
"02/24/2009","107.05","99.90","107.64","98.30","944.39K","9.38%"
"02/23/2009","97.87","104.20","104.61","97.00","897.45K","-5.05%"
"02/20/2009","103.07","100.26","105.15","98.63","1.57M","0.13%"
"02/19/2009","102.94","103.90","108.68","102.28","637.68K","-3.39%"
"02/18/2009","106.55","109.30","109.30","102.91","463.85K","1.09%"
"02/17/2009","105.40","109.80","109.80","105.01","477.78K","-5.56%"
"02/13/2009","111.61","112.98","114.52","110.63","398.83K","-2.08%"
"02/12/2009","113.98","112.72","114.56","109.09","547.70K","-0.07%"
"02/11/2009","114.06","111.50","115.99","110.72","791.46K","0.10%"
"02/10/2009","113.95","117.03","121.19","112.93","851.46K","-4.10%"
"02/09/2009","118.82","121.47","121.63","117.79","551.31K","-3.00%"
"02/06/2009","122.49","115.60","123.27","115.55","691.37K","5.34%"
"02/05/2009","116.28","111.00","118.27","110.97","758.92K","2.17%"
"02/04/2009","113.81","107.42","115.74","106.25","838.36K","4.16%"
"02/03/2009","109.26","111.17","112.36","106.92","594.21K","-1.09%"
"02/02/2009","110.46","106.64","111.88","105.53","465.74K","1.53%"
"01/30/2009","108.80","109.00","110.87","106.90","749.25K","0.43%"
"01/29/2009","108.33","116.00","117.92","107.84","787.29K","-9.35%"
"01/28/2009","119.50","110.73","120.09","110.73","878.84K","10.25%"
"01/27/2009","108.39","108.14","109.32","103.15","594.36K","1.25%"
"01/26/2009","107.05","114.20","115.44","105.67","674.40K","-4.29%"
"01/23/2009","111.85","103.20","112.74","103.08","678.45K","4.27%"
"01/22/2009","107.27","104.59","109.23","99.92","1.46M","-1.13%"
"01/21/2009","108.50","98.25","109.35","96.19","3.23M","4.89%"
"01/20/2009","103.44","113.92","114.32","102.75","1.90M","-11.71%"
"01/16/2009","117.16","119.00","120.27","113.32","699.40K","0.42%"
"01/15/2009","116.67","118.95","120.80","112.49","606.01K","-2.45%"
"01/14/2009","119.60","123.97","124.13","118.28","483.44K","-5.82%"
"01/13/2009","126.99","123.15","128.89","122.41","515.52K","2.80%"
"01/12/2009","123.53","127.02","127.64","121.60","492.48K","-2.96%"
"01/09/2009","127.30","134.00","134.00","126.47","494.60K","-4.38%"
"01/08/2009","133.13","130.10","134.16","126.58","704.58K","1.79%"
"01/07/2009","130.79","138.99","139.00","129.98","963.61K","-6.47%"
"01/06/2009","139.84","140.00","142.00","137.98","776.35K","0.76%"
"01/05/2009","138.78","138.00","143.32","137.46","692.86K","-0.24%"
"01/02/2009","139.12","133.00","140.00","129.21","687.71K","3.70%"
"12/31/2008","134.15","130.05","135.07","129.05","541.72K","3.45%"
"12/30/2008","129.68","125.75","129.69","123.21","480.63K","4.41%"
"12/29/2008","124.20","125.82","125.82","120.88","591.70K","-1.74%"
"12/26/2008","126.40","128.75","128.75","124.13","212.58K","-1.44%"
"12/24/2008","128.25","127.95","129.74","126.59","298.12K","-0.53%"
"12/23/2008","128.93","134.32","134.32","127.65","575.47K","-3.27%"
"12/22/2008","133.29","136.00","136.31","130.54","283.87K","-2.29%"
"12/19/2008","136.41","128.50","136.74","126.85","635.15K","7.23%"
"12/18/2008","127.21","133.43","135.63","125.43","684.88K","-2.40%"
"12/17/2008","130.34","126.22","131.63","123.00","557.59K","0.87%"
"12/16/2008","129.22","117.67","129.22","117.67","1.02M","11.59%"
"12/15/2008","115.80","118.80","119.51","113.83","252.43K","-3.63%"
"12/12/2008","120.16","114.08","121.18","114.08","473.03K","1.26%"
"12/11/2008","118.66","130.84","134.55","118.08","615.34K","-10.59%"
"12/10/2008","132.72","132.52","135.36","129.58","422.93K","-0.30%"
"12/09/2008","133.12","133.60","137.29","130.92","692.94K","-3.63%"
"12/08/2008","138.13","129.97","138.77","129.30","601.88K","7.65%"
"12/05/2008","128.31","114.31","128.53","113.00","601.29K","10.86%"
"12/04/2008","115.74","119.15","122.90","114.06","470.53K","-4.98%"
"12/03/2008","121.80","109.00","121.85","108.40","503.84K","7.45%"
"12/02/2008","113.36","108.55","113.56","104.80","602.35K","5.88%"
"12/01/2008","107.06","120.60","121.49","106.81","580.83K","-14.84%"
"11/28/2008","125.71","123.50","125.75","122.75","100.92K","0.79%"
"11/26/2008","124.73","114.75","125.61","114.32","284.38K","6.22%"
"11/25/2008","117.43","119.87","120.89","112.41","647.51K","1.12%"
"11/24/2008","116.13","111.98","117.45","106.83","911.67K","6.64%"
"11/21/2008","108.90","101.89","109.26","94.78","1.01M","9.21%"
"11/20/2008","99.72","95.98","109.02","95.98","1.10M","0.85%"
"11/19/2008","98.88","105.10","106.12","98.64","1.14M","-6.93%"
"11/18/2008","106.24","105.00","108.40","103.02","702.17K","-0.15%"
"11/17/2008","106.40","108.93","113.67","104.73","876.74K","-3.38%"
"11/14/2008","110.12","116.20","119.35","110.01","598.98K","-7.22%"
"11/13/2008","118.69","107.49","119.00","105.42","1.17M","11.49%"
"11/12/2008","106.46","109.91","114.25","105.41","735.84K","-7.43%"
"11/11/2008","115.00","110.05","117.66","106.47","1.51M","-0.48%"
"11/10/2008","115.55","128.70","129.63","114.90","526.09K","-7.99%"
"11/07/2008","125.59","124.89","129.20","120.42","441.37K","1.57%"
"11/06/2008","123.65","135.09","138.78","123.03","749.35K","-9.46%"
"11/05/2008","136.57","141.00","142.81","136.00","670.21K","-5.19%"
"11/04/2008","144.05","139.94","147.91","138.24","724.63K","4.62%"
"11/03/2008","137.69","128.90","138.40","127.00","541.66K","4.83%"
"10/31/2008","131.34","129.95","133.27","127.35","494.41K","1.21%"
"10/30/2008","129.77","137.59","137.59","126.78","572.49K","-1.17%"
"10/29/2008","131.31","128.48","138.87","121.00","803.05K","2.59%"
"10/28/2008","127.99","114.25","127.99","108.42","845.49K","19.56%"
"10/27/2008","107.05","112.25","116.36","107.05","432.79K","-8.11%"
"10/24/2008","116.50","99.39","121.20","99.39","1.02M","3.21%"
"10/23/2008","112.88","120.49","126.12","106.65","839.75K","-5.83%"
"10/22/2008","119.87","124.17","130.18","112.53","1.09M","-7.93%"
"10/21/2008","130.20","137.50","137.50","126.26","1.45M","-9.09%"
"10/20/2008","143.22","152.11","152.90","137.14","745.79K","-3.70%"
"10/17/2008","148.72","142.22","151.80","141.00","1.01M","1.61%"
"10/16/2008","146.37","145.74","148.42","132.03","918.31K","2.39%"
"10/15/2008","142.95","162.01","167.79","142.95","939.32K","-15.52%"
"10/14/2008","169.22","186.00","187.97","163.37","785.37K","-5.91%"
"10/13/2008","179.84","169.99","181.00","162.60","794.16K","13.11%"
"10/10/2008","159.00","148.00","163.09","132.22","1.48M","3.55%"
"10/09/2008","153.55","174.05","174.05","150.00","1.13M","-8.05%"
"10/08/2008","167.00","167.00","180.54","164.26","491.42K","-2.48%"
"10/07/2008","171.25","178.00","186.22","171.25","348.73K","-0.44%"
"10/06/2008","172.00","174.02","179.73","168.40","385.46K","-5.75%"
"10/03/2008","182.50","175.05","195.00","175.05","725.33K","6.07%"
"10/02/2008","172.05","180.00","180.00","166.88","762.83K","-4.59%"
"10/01/2008","180.33","191.00","191.03","176.69","683.11K","-7.29%"
"09/30/2008","194.50","196.00","204.95","190.05","410.85K","1.83%"
"09/29/2008","191.00","198.00","199.46","183.60","549.20K","-4.98%"
"09/26/2008","201.01","189.50","202.58","182.47","442.12K","5.04%"
"09/25/2008","191.36","204.40","210.59","191.10","808.93K","-2.82%"
"09/24/2008","196.91","189.63","198.61","186.07","395.37K","6.41%"
"09/23/2008","185.05","193.11","199.47","185.00","494.69K","-1.96%"
"09/22/2008","188.75","210.00","210.00","188.75","887.05K","-10.12%"
"09/19/2008","210.00","225.33","249.37","197.73","1.98M","1.04%"
"09/18/2008","207.83","194.47","215.00","169.23","2.18M","10.55%"
"09/17/2008","188.00","193.74","208.65","180.63","1.54M","-11.35%"
"09/16/2008","212.08","191.77","212.08","191.77","936.10K","5.51%"
"09/15/2008","201.00","201.00","218.90","200.45","1.46M","-0.99%"
"09/12/2008","203.00","218.50","218.80","200.75","1.39M","-8.06%"
"09/11/2008","220.80","210.00","221.37","208.11","606.74K","2.03%"
"09/10/2008","216.40","212.35","221.00","207.07","524.14K","2.66%"
"09/09/2008","210.80","221.50","223.57","210.80","754.73K","-5.78%"
"09/08/2008","223.72","223.00","225.67","211.40","622.39K","5.75%"
"09/05/2008","211.55","209.99","212.84","202.89","440.23K","0.30%"
"09/04/2008","210.91","219.30","220.43","210.52","318.14K","-4.80%"
"09/03/2008","221.55","219.70","223.19","214.66","281.02K","0.84%"
"09/02/2008","219.70","220.99","227.10","217.78","508.96K","1.13%"
"08/29/2008","217.25","217.25","219.36","216.16","252.74K","-0.69%"
"08/28/2008","218.75","212.10","218.75","211.29","319.14K","2.72%"
"08/27/2008","212.95","207.50","213.94","205.74","300.70K","2.53%"
"08/26/2008","207.70","207.13","208.66","203.63","327.69K","0.52%"
"08/25/2008","206.62","212.50","212.50","206.62","370.69K","-3.13%"
"08/22/2008","213.30","212.40","213.97","208.88","290.21K","0.87%"
"08/21/2008","211.45","205.37","212.26","205.37","250.09K","0.40%"
"08/20/2008","210.60","207.40","212.42","205.20","390.59K","1.15%"
"08/19/2008","208.20","207.50","210.00","204.40","438.38K","-1.00%"
"08/18/2008","210.30","216.70","217.39","210.23","235.88K","-2.95%"
"08/15/2008","216.70","218.83","222.23","214.25","311.87K","-0.37%"
"08/14/2008","217.50","218.01","222.90","213.92","1.52M","-1.20%"
"08/13/2008","220.15","224.60","225.35","218.95","519.37K","-1.97%"
"08/12/2008","224.57","229.50","233.90","222.28","702.80K","-2.68%"
"08/11/2008","230.75","222.00","231.36","218.89","693.04K","3.67%"
"08/08/2008","222.58","216.32","225.96","215.26","311.30K","2.48%"
"08/07/2008","217.19","222.24","223.12","214.75","461.21K","-2.87%"
"08/06/2008","223.60","228.00","228.11","221.68","371.41K","-2.04%"
"08/05/2008","228.25","217.10","228.25","217.10","686.69K","4.99%"
"08/04/2008","217.40","217.88","220.60","214.50","372.75K","-0.88%"
"08/01/2008","219.32","217.50","220.94","211.74","567.61K","1.20%"
"07/31/2008","216.71","217.99","221.23","216.05","417.10K","-2.16%"
"07/30/2008","221.50","221.95","226.50","213.32","501.85K","0.14%"
"07/29/2008","221.20","211.75","221.20","210.01","595.30K","5.61%"
"07/28/2008","209.45","217.43","221.09","209.07","566.68K","-4.05%"
"07/25/2008","218.30","212.25","220.08","209.44","502.59K","2.97%"
"07/24/2008","212.00","223.91","223.91","210.88","698.41K","-4.75%"
"07/23/2008","222.57","217.14","224.63","215.16","958.74K","0.75%"
"07/22/2008","220.92","212.00","220.92","204.05","865.15K","3.62%"
"07/21/2008","213.20","217.06","222.99","210.31","746.52K","-2.20%"
"07/18/2008","218.00","207.90","222.88","204.49","1.67M","4.68%"
"07/17/2008","208.26","191.99","215.63","185.40","2.56M","16.38%"
"07/16/2008","178.95","164.40","179.84","162.25","2.46M","9.00%"
"07/15/2008","164.18","165.25","169.22","156.20","1.48M","-1.47%"
"07/14/2008","166.63","176.38","179.00","166.31","669.61K","-4.62%"
"07/11/2008","174.71","169.43","176.91","167.70","1.17M","1.02%"
"07/10/2008","172.95","168.25","178.01","166.20","926.40K","3.76%"
"07/09/2008","166.68","174.06","175.51","166.01","847.14K","-4.23%"
"07/08/2008","174.05","162.41","174.05","161.35","794.01K","5.99%"
"07/07/2008","164.21","169.99","171.82","162.25","1.09M","-3.16%"
"07/03/2008","169.57","169.40","169.98","165.00","587.66K","0.87%"
"07/02/2008","168.10","177.99","180.00","166.82","1.21M","-4.50%"
"07/01/2008","176.03","173.74","178.69","170.31","1.03M","-0.55%"
"06/30/2008","177.00","182.07","182.07","171.86","989.66K","-0.34%"
"06/27/2008","177.60","182.55","183.26","176.61","2.92M","-1.72%"
"06/26/2008","180.70","186.00","186.55","180.32","643.15K","-4.67%"
"06/25/2008","189.55","193.55","196.43","188.25","740.70K","-2.35%"
"06/24/2008","194.12","202.69","202.69","191.69","730.45K","-2.73%"
"06/23/2008","199.56","204.63","206.10","197.36","739.83K","1.30%"
"06/20/2008","197.00","204.20","204.74","194.07","583.51K","-4.38%"
"06/19/2008","206.03","204.50","206.55","199.76","526.13K","0.52%"
"06/18/2008","204.96","202.75","208.66","202.01","477.34K","0.18%"
"06/17/2008","204.60","210.25","212.78","203.51","398.05K","-1.96%"
"06/16/2008","208.69","208.78","211.85","205.01","454.82K","-0.74%"
"06/13/2008","210.25","205.50","210.25","202.97","538.37K","3.60%"
"06/12/2008","202.95","204.00","208.21","200.72","646.37K","-0.02%"
"06/11/2008","203.00","211.28","211.30","202.80","487.06K","-4.24%"
"06/10/2008","211.99","213.53","215.48","209.93","434.47K","-0.89%"
"06/09/2008","213.90","213.54","217.54","210.04","258.66K","0.18%"
"06/06/2008","213.51","220.73","220.82","213.51","270.84K","-4.48%"
"06/05/2008","223.52","217.50","223.52","217.50","366.37K","3.47%"
"06/04/2008","216.03","216.99","219.33","215.06","397.83K","-0.61%"
"06/03/2008","217.35","219.23","220.41","213.72","583.69K","-1.26%"
"06/02/2008","220.13","223.80","223.80","216.25","268.82K","-2.16%"
"05/30/2008","224.99","223.00","227.51","222.76","283.78K","1.58%"
"05/29/2008","221.50","214.65","224.50","214.02","362.10K","2.83%"
"05/28/2008","215.40","216.00","216.15","210.98","194.90K","0.37%"
"05/27/2008","214.61","208.95","214.70","208.16","364.60K","2.93%"
"05/23/2008","208.51","203.75","212.06","203.75","664.77K","2.53%"
"05/22/2008","203.36","199.40","204.89","198.61","321.00K","1.28%"
"05/21/2008","200.78","207.00","207.25","199.63","207.08K","-2.84%"
"05/20/2008","206.65","211.40","211.40","204.28","412.70K","-3.09%"
"05/19/2008","213.25","217.00","219.93","211.81","273.53K","-1.46%"
"05/16/2008","216.40","219.14","219.14","213.52","174.93K","-1.23%"
"05/15/2008","219.10","213.22","219.33","211.85","239.03K","2.76%"
"05/14/2008","213.22","213.95","217.22","212.67","377.29K","-0.71%"
"05/13/2008","214.75","217.73","217.74","211.64","404.08K","-0.51%"
"05/12/2008","215.85","214.21","219.10","213.00","639.74K","1.82%"
"05/09/2008","212.00","213.98","216.76","209.60","231.02K","-1.13%"
"05/08/2008","214.43","214.48","214.90","210.00","254.05K","1.07%"
"05/07/2008","212.15","220.46","220.46","211.20","469.56K","-3.11%"
"05/06/2008","218.95","216.50","220.14","210.78","696.50K","1.65%"
"05/05/2008","215.40","212.51","220.00","212.47","389.86K","-0.39%"
"05/02/2008","216.25","214.00","217.58","211.20","360.89K","2.03%"
"05/01/2008","211.94","200.25","212.54","200.25","514.85K","5.03%"
"04/30/2008","201.79","204.50","205.72","200.91","417.23K","0.49%"
"04/29/2008","200.80","202.00","202.90","198.45","324.52K","-0.92%"
"04/28/2008","202.67","202.60","204.69","199.50","248.63K","-0.33%"
"04/25/2008","203.34","204.40","206.69","198.24","299.37K","0.41%"
"04/24/2008","202.50","191.80","203.21","191.80","509.40K","4.62%"
"04/23/2008","193.55","193.50","195.70","190.80","291.19K","-0.52%"
"04/22/2008","194.57","199.87","200.72","191.72","565.85K","-3.61%"
"04/21/2008","201.86","200.08","204.77","199.64","374.94K","-1.22%"
"04/18/2008","204.35","206.96","210.43","203.31","857.99K","1.16%"
"04/17/2008","202.00","201.75","202.72","197.71","693.63K","-1.66%"
"04/16/2008","205.40","202.01","208.25","200.96","819.97K","0.10%"
"04/15/2008","205.19","205.20","206.38","197.99","736.92K","1.15%"
"04/14/2008","202.85","207.00","207.95","201.26","373.08K","-2.24%"
"04/11/2008","207.50","208.02","214.79","206.10","579.94K","-5.85%"
"04/10/2008","220.39","218.88","223.79","217.76","212.82K","0.52%"
"04/09/2008","219.26","222.05","223.29","215.00","419.35K","-1.34%"
"04/08/2008","222.23","220.03","226.33","217.86","496.09K","1.14%"
"04/07/2008","219.72","226.00","227.18","219.72","310.97K","-0.12%"
"04/04/2008","219.98","221.75","225.23","217.17","441.14K","-1.48%"
"04/03/2008","223.28","217.75","225.39","213.54","382.07K","2.00%"
"04/02/2008","218.90","220.49","221.47","212.85","597.42K","-0.71%"
"04/01/2008","220.46","208.00","221.09","208.00","779.48K","7.97%"
"03/31/2008","204.18","199.25","208.19","197.56","326.24K","2.40%"
"03/28/2008","199.40","200.01","209.00","199.40","557.90K","-1.54%"
"03/27/2008","202.52","211.62","214.90","202.00","1.09M","-8.40%"
"03/26/2008","221.10","225.70","227.00","219.51","458.92K","-2.48%"
"03/25/2008","226.72","222.11","230.95","220.20","597.39K","0.98%"
"03/24/2008","224.53","200.28","231.92","195.80","1.55M","8.94%"
"03/20/2008","206.10","189.98","207.37","186.14","881.62K","8.46%"
