"Date","Price","Open","High","Low","Vol.","Change %"
"05/05/2021","851.01","840.15","852.12","838.97","569.92K","1.74%"
"05/04/2021","836.43","822.25","837.16","819.00","557.94K","1.31%"
"05/03/2021","825.62","825.00","832.40","821.05","490.08K","0.77%"
"04/30/2021","819.30","821.78","822.83","813.78","451.36K","-0.97%"
"04/29/2021","827.32","824.30","829.51","817.07","455.35K","1.35%"
"04/28/2021","816.28","819.87","821.02","815.30","335.32K","-0.52%"
"04/27/2021","820.51","817.70","822.69","812.68","328.25K","0.27%"
"04/26/2021","818.32","814.52","822.28","814.02","478.23K","0.63%"
"04/23/2021","813.17","798.43","816.91","795.89","489.78K","2.24%"
"04/22/2021","795.32","811.01","811.01","793.53","520.05K","-2.00%"
"04/21/2021","811.53","802.96","812.39","799.59","388.51K","0.82%"
"04/20/2021","804.96","807.26","813.45","800.84","525.23K","-0.76%"
"04/19/2021","811.09","811.06","815.50","806.42","491.14K","-0.04%"
"04/16/2021","811.45","823.82","825.52","805.52","774.78K","-0.78%"
"04/15/2021","817.84","812.19","827.84","810.00","766.87K","2.09%"
"04/14/2021","801.07","799.53","811.38","798.14","552.91K","-0.18%"
"04/13/2021","802.49","804.70","806.63","799.53","376.35K","-0.68%"
"04/12/2021","807.98","804.61","809.67","801.51","482.84K","-0.05%"
"04/09/2021","808.35","802.68","810.62","799.59","484.16K","0.97%"
"04/08/2021","800.60","791.00","802.01","789.09","558.47K","1.60%"
"04/07/2021","788.00","783.32","790.22","781.00","477.19K","0.80%"
"04/06/2021","781.71","786.48","786.48","778.73","492.31K","-0.29%"
"04/05/2021","784.02","772.45","787.76","771.83","593.61K","2.24%"
"04/01/2021","766.83","759.78","767.19","757.60","549.22K","1.71%"
"03/31/2021","753.96","749.97","762.25","748.85","638.15K","0.63%"
"03/30/2021","749.26","755.06","763.42","746.96","598.82K","-1.13%"
"03/29/2021","757.86","746.58","761.85","744.93","581.74K","0.13%"
"03/26/2021","756.90","731.32","758.22","731.32","803.75K","4.04%"
"03/25/2021","727.50","723.55","728.68","712.27","462.83K","0.66%"
"03/24/2021","722.75","721.10","731.20","721.10","544.75K","0.86%"
"03/23/2021","716.57","729.78","729.78","714.17","556.69K","-1.96%"
"03/22/2021","730.92","729.64","736.19","725.57","524.69K","0.18%"
"03/19/2021","729.64","720.26","740.65","713.51","1.45M","0.82%"
"03/18/2021","723.73","728.99","739.95","722.46","640.12K","-0.62%"
"03/17/2021","728.22","721.35","730.40","719.91","463.61K","0.71%"
"03/16/2021","723.07","721.94","727.39","715.76","562.24K","0.56%"
"03/15/2021","719.01","720.71","720.71","707.27","526.78K","0.39%"
"03/12/2021","716.19","719.28","722.61","712.49","528.69K","-0.82%"
"03/11/2021","722.12","732.48","733.69","719.33","751.65K","-0.88%"
"03/10/2021","728.50","726.69","733.59","724.20","823.35K","0.90%"
"03/09/2021","722.00","707.98","725.24","703.90","959.74K","3.30%"
"03/08/2021","698.96","699.56","712.17","696.84","649.76K","-0.47%"
"03/05/2021","702.28","691.90","704.03","670.28","698.50K","2.79%"
"03/04/2021","683.21","693.40","698.86","676.41","915.44K","-2.61%"
"03/03/2021","701.49","718.54","721.38","701.30","703.13K","-2.07%"
"03/02/2021","716.31","719.73","723.60","713.61","455.23K","-0.40%"
"03/01/2021","719.20","706.82","721.97","705.21","653.96K","3.56%"
"02/26/2021","694.50","697.79","701.02","689.28","768.60K","-0.04%"
"02/25/2021","694.79","714.23","714.50","692.15","591.31K","-2.43%"
"02/24/2021","712.10","704.50","713.23","700.39","583.35K","1.27%"
"02/23/2021","703.16","700.51","705.66","688.31","926.29K","0.00%"
"02/22/2021","703.14","705.38","705.98","697.27","829.95K","-0.98%"
"02/19/2021","710.11","707.42","716.58","706.50","804.22K","0.94%"
"02/18/2021","703.53","716.43","717.12","696.48","1.08M","-2.48%"
"02/17/2021","721.39","725.98","728.70","718.47","567.25K","-1.22%"
"02/16/2021","730.31","728.67","737.72","726.92","571.64K","1.01%"
"02/12/2021","722.98","715.35","731.50","712.69","862.80K","0.21%"
"02/11/2021","721.43","729.62","729.71","716.87","803.95K","-0.24%"
"02/10/2021","723.17","732.41","732.97","721.00","663.26K","-0.77%"
"02/09/2021","728.80","727.75","731.31","719.34","451.00K","0.32%"
"02/08/2021","726.45","730.68","731.74","720.65","533.15K","0.02%"
"02/05/2021","726.33","734.19","737.48","725.12","475.02K","-0.84%"
"02/04/2021","732.45","724.30","737.66","724.30","636.41K","1.16%"
"02/03/2021","724.08","720.00","727.44","716.55","685.31K","-0.74%"
"02/02/2021","729.50","719.37","733.32","719.37","879.29K","2.29%"
"02/01/2021","713.17","708.00","713.95","701.27","483.09K","1.70%"
"01/29/2021","701.26","715.36","717.08","698.62","801.06K","-2.59%"
"01/28/2021","719.91","701.50","731.02","699.43","822.44K","3.17%"
"01/27/2021","697.79","713.20","713.99","685.69","1.10M","-3.33%"
"01/26/2021","721.85","726.99","733.90","720.04","827.93K","-0.16%"
"01/25/2021","722.98","730.82","735.77","713.63","806.45K","-1.64%"
"01/22/2021","735.05","739.90","743.73","730.82","565.67K","-0.96%"
"01/21/2021","742.20","744.71","745.77","737.00","639.59K","0.09%"
"01/20/2021","741.54","738.71","742.42","729.15","747.73K","1.08%"
"01/19/2021","733.65","737.72","744.42","729.02","852.40K","0.81%"
"01/15/2021","727.76","742.18","754.44","724.00","1.17M","-2.12%"
"01/14/2021","743.50","750.00","765.86","739.06","1.64M","-4.65%"
"01/13/2021","779.75","778.70","788.00","776.61","848.60K","0.26%"
"01/12/2021","777.74","763.51","779.31","763.50","675.96K","1.44%"
"01/11/2021","766.68","752.82","770.40","750.51","614.38K","1.35%"
"01/08/2021","756.45","757.15","759.37","747.42","623.03K","0.80%"
"01/07/2021","750.42","748.34","753.27","743.01","655.97K","2.10%"
"01/06/2021","734.96","718.76","744.79","716.10","730.71K","2.85%"
"01/05/2021","714.58","708.81","717.21","705.26","431.45K","0.53%"
"01/04/2021","710.82","730.60","730.60","702.04","623.61K","-1.49%"
"12/31/2020","721.54","707.48","722.42","706.92","361.51K","1.78%"
"12/30/2020","708.94","713.30","716.94","708.00","355.27K","0.38%"
"12/29/2020","706.28","713.74","715.32","705.61","318.44K","-0.55%"
"12/28/2020","710.18","714.59","715.12","709.07","272.25K","0.42%"
"12/24/2020","707.18","703.36","710.84","703.36","173.25K","0.50%"
"12/23/2020","703.64","702.00","708.17","696.21","752.60K","1.46%"
"12/22/2020","693.52","700.00","703.66","691.75","596.99K","-0.76%"
"12/21/2020","698.83","694.00","703.52","689.17","631.85K","0.00%"
"12/18/2020","698.80","705.15","706.60","691.50","1.61M","-1.02%"
"12/17/2020","706.01","703.00","709.68","699.29","832.26K","1.09%"
"12/16/2020","698.37","704.00","708.80","693.55","849.36K","0.03%"
"12/15/2020","698.18","691.52","704.13","690.33","617.35K","2.09%"
"12/14/2020","683.92","700.53","700.55","683.46","658.63K","-1.62%"
"12/11/2020","695.20","692.30","697.03","689.45","488.14K","-0.46%"
"12/10/2020","698.41","699.59","702.74","694.25","438.64K","-0.47%"
"12/09/2020","701.68","715.84","716.15","696.84","489.47K","-1.71%"
"12/08/2020","713.92","706.79","718.55","703.47","598.17K","0.62%"
"12/07/2020","709.49","702.70","709.58","699.03","680.59K","0.86%"
"12/04/2020","703.47","713.42","720.29","696.55","816.36K","-1.67%"
"12/03/2020","715.42","718.36","721.82","711.76","604.41K","-0.41%"
"12/02/2020","718.36","715.00","718.81","708.98","484.10K","0.44%"
"12/01/2020","715.23","709.67","720.51","705.20","549.54K","2.42%"
"11/30/2020","698.35","710.31","713.19","697.73","888.41K","-2.34%"
"11/27/2020","715.11","706.75","718.85","705.14","313.43K","1.63%"
"11/25/2020","703.61","698.12","704.26","696.42","401.24K","0.62%"
"11/24/2020","699.30","694.67","700.66","686.50","651.98K","2.41%"
"11/23/2020","682.87","676.88","689.00","673.84","505.38K","1.51%"
"11/20/2020","672.71","674.02","675.75","669.00","396.24K","-0.11%"
"11/19/2020","673.48","665.97","675.34","663.24","471.17K","0.54%"
"11/18/2020","669.89","670.80","676.65","668.95","509.05K","0.36%"
"11/17/2020","667.49","676.46","676.46","664.51","768.91K","-1.32%"
"11/16/2020","676.43","682.50","682.50","669.27","607.76K","0.99%"
"11/13/2020","669.77","660.00","671.10","658.29","664.06K","1.51%"
"11/12/2020","659.79","665.76","668.67","654.87","501.91K","-1.61%"
"11/11/2020","670.62","670.79","675.75","667.03","455.79K","1.52%"
"11/10/2020","660.60","661.07","666.54","645.12","758.01K","-0.81%"
"11/09/2020","666.02","685.12","692.73","663.18","870.31K","1.70%"
"11/06/2020","654.90","666.06","668.00","654.19","493.95K","-1.99%"
"11/05/2020","668.19","661.02","672.00","659.78","714.51K","2.55%"
"11/04/2020","651.60","628.29","657.98","627.81","811.99K","3.55%"
"11/03/2020","629.26","620.90","633.34","619.00","560.56K","2.34%"
"11/02/2020","614.87","608.96","618.35","606.45","455.35K","2.61%"
"10/30/2020","599.21","597.58","600.87","587.90","530.46K","-0.52%"
"10/29/2020","602.33","600.21","606.59","590.26","447.45K","0.27%"
"10/28/2020","600.71","602.69","606.45","596.26","645.65K","-2.25%"
"10/27/2020","614.53","620.32","624.58","613.47","349.82K","-1.23%"
"10/26/2020","622.19","630.00","631.59","615.83","686.10K","-2.37%"
"10/23/2020","637.31","637.87","639.16","633.51","494.22K","0.34%"
"10/22/2020","635.18","635.00","637.83","629.82","483.38K","0.03%"
"10/21/2020","634.99","646.58","653.72","634.82","452.70K","-1.56%"
"10/20/2020","645.07","636.62","650.98","636.62","473.55K","1.60%"
"10/19/2020","634.89","658.25","666.64","633.03","775.66K","-3.42%"
"10/16/2020","657.38","652.04","659.57","648.00","765.56K","1.72%"
"10/15/2020","646.24","634.09","648.90","632.64","792.73K","1.00%"
"10/14/2020","639.85","641.83","643.46","634.05","694.20K","0.14%"
"10/13/2020","638.96","634.17","646.29","626.16","1.16M","3.91%"
"10/12/2020","614.89","615.37","620.66","613.66","644.72K","0.54%"
"10/09/2020","611.57","610.60","614.30","606.58","525.14K","1.18%"
"10/08/2020","604.44","595.36","606.21","594.34","538.10K","2.09%"
"10/07/2020","592.05","584.32","592.79","584.32","573.70K","2.04%"
"10/06/2020","580.23","580.98","590.60","578.13","704.31K","-0.13%"
"10/05/2020","580.98","574.70","581.52","573.00","435.36K","1.90%"
"10/02/2020","570.12","560.54","574.67","559.18","523.47K","0.39%"
"10/01/2020","567.91","576.84","578.24","566.17","551.30K","0.77%"
"09/30/2020","563.55","557.20","570.89","555.11","741.05K","1.58%"
"09/29/2020","554.80","560.16","562.20","552.37","409.65K","-0.69%"
"09/28/2020","558.65","554.44","563.94","554.00","567.03K","1.98%"
"09/25/2020","547.81","532.95","548.90","531.39","486.38K","2.38%"
"09/24/2020","535.05","537.28","542.11","531.81","552.84K","-0.65%"
"09/23/2020","538.54","550.31","552.87","538.05","511.42K","-2.23%"
"09/22/2020","550.80","551.15","556.55","544.53","565.65K","-0.32%"
"09/21/2020","552.59","548.63","556.76","542.52","659.60K","-0.78%"
"09/18/2020","556.92","548.47","559.16","548.47","2.99M","1.55%"
"09/17/2020","548.41","554.95","555.80","544.51","1.03M","-2.37%"
"09/16/2020","561.73","551.82","566.88","548.80","1.00M","2.48%"
"09/15/2020","548.16","553.11","553.43","547.28","626.48K","0.14%"
"09/14/2020","547.38","545.04","553.21","543.27","631.45K","1.14%"
"09/11/2020","541.20","544.48","547.45","537.86","660.88K","-0.39%"
"09/10/2020","543.31","561.64","561.96","541.21","891.03K","-3.01%"
"09/09/2020","560.18","561.62","564.10","555.33","830.51K","1.38%"
"09/08/2020","552.54","559.99","560.77","548.00","837.19K","-2.14%"
"09/04/2020","564.63","581.81","584.09","557.86","822.11K","-2.50%"
"09/03/2020","579.12","604.13","605.45","573.70","739.20K","-4.75%"
"09/02/2020","608.00","597.74","609.69","594.19","684.17K","1.97%"
"09/01/2020","596.24","594.74","601.02","593.15","402.82K","0.35%"
"08/31/2020","594.19","602.52","604.08","593.67","581.73K","-1.14%"
"08/28/2020","601.06","595.61","601.31","592.09","436.07K","1.02%"
"08/27/2020","594.98","592.94","598.90","591.99","428.90K","0.49%"
"08/26/2020","592.10","591.46","595.70","587.90","540.16K","0.16%"
"08/25/2020","591.15","594.45","594.60","590.12","373.29K","-0.05%"
"08/24/2020","591.45","587.38","591.69","584.29","381.63K","1.27%"
"08/21/2020","584.04","585.41","588.00","581.93","418.46K","0.12%"
"08/20/2020","583.36","584.88","588.26","581.04","552.43K","-1.08%"
"08/19/2020","589.75","592.33","595.55","588.80","418.70K","0.09%"
"08/18/2020","589.21","591.09","594.76","588.80","456.21K","-0.48%"
"08/17/2020","592.03","590.93","595.54","587.89","411.12K","0.61%"
"08/14/2020","588.46","588.61","592.46","584.06","316.66K","-0.19%"
"08/13/2020","589.56","586.72","595.30","586.72","359.71K","-0.12%"
"08/12/2020","590.24","592.14","605.72","584.40","612.24K","0.61%"
"08/11/2020","586.64","585.30","596.51","583.33","576.82K","1.11%"
"08/10/2020","580.20","586.21","587.16","579.67","465.75K","-1.36%"
"08/07/2020","588.19","582.67","588.34","579.42","469.92K","1.02%"
"08/06/2020","582.23","579.96","583.34","575.07","454.99K","0.01%"
"08/05/2020","582.15","576.71","584.92","573.23","465.85K","1.95%"
"08/04/2020","571.04","573.65","575.69","567.93","513.12K","-1.54%"
"08/03/2020","579.95","579.35","583.55","577.31","496.43K","0.86%"
"07/31/2020","575.01","572.33","575.32","566.68","375.92K","0.34%"
"07/30/2020","573.09","569.31","573.09","564.00","341.20K","-0.78%"
"07/29/2020","577.60","569.75","580.21","569.75","724.86K","1.21%"
"07/28/2020","570.70","572.90","574.19","569.00","488.88K","-0.80%"
"07/27/2020","575.33","568.73","578.28","565.34","618.48K","0.83%"
"07/24/2020","570.62","578.00","578.00","567.66","421.65K","-1.30%"
"07/23/2020","578.15","580.31","585.05","575.22","453.67K","-0.75%"
"07/22/2020","582.54","580.33","586.62","577.98","460.50K","0.44%"
"07/21/2020","580.00","584.75","584.75","578.29","523.28K","0.07%"
"07/20/2020","579.60","580.22","585.00","577.13","706.78K","-1.38%"
"07/17/2020","587.72","578.35","592.48","572.65","1.15M","3.66%"
"07/16/2020","566.96","565.30","569.76","563.12","729.90K","-0.29%"
"07/15/2020","568.59","572.28","573.00","560.24","767.63K","1.29%"
"07/14/2020","561.33","552.76","562.51","551.46","567.34K","1.59%"
"07/13/2020","552.56","558.20","565.23","552.00","786.41K","-0.27%"
"07/10/2020","554.08","550.53","555.92","546.78","489.50K","0.84%"
"07/09/2020","549.44","554.46","557.47","544.26","462.69K","-1.47%"
"07/08/2020","557.61","551.01","559.94","549.48","435.75K","1.53%"
"07/07/2020","549.23","553.37","560.47","549.16","557.32K","-1.49%"
"07/06/2020","557.55","560.00","564.40","557.09","703.12K","1.05%"
"07/02/2020","551.77","555.48","560.56","548.62","741.95K","1.37%"
"07/01/2020","544.32","544.29","546.48","537.46","549.02K","0.04%"
"06/30/2020","544.09","533.97","545.98","533.97","1.07M","2.11%"
"06/29/2020","532.87","540.00","540.57","530.99","774.37K","-0.37%"
"06/26/2020","534.85","542.11","544.42","528.63","1.17M","-2.22%"
"06/25/2020","546.97","537.77","550.40","532.75","714.15K","1.56%"
"06/24/2020","538.57","548.65","551.90","536.24","868.87K","-2.90%"
"06/23/2020","554.65","560.00","561.99","553.21","605.92K","0.26%"
"06/22/2020","553.21","550.77","558.57","548.59","478.60K","-0.39%"
"06/19/2020","555.37","566.98","566.98","546.85","1.88M","-0.25%"
"06/18/2020","556.77","549.87","558.35","548.53","531.78K","0.28%"
"06/17/2020","555.23","554.96","561.50","552.80","704.59K","0.88%"
"06/16/2020","550.40","558.90","558.90","539.35","826.88K","1.36%"
"06/15/2020","543.03","518.23","549.59","515.72","1.24M","3.03%"
"06/12/2020","527.04","538.40","539.13","516.10","1.07M","0.35%"
"06/11/2020","525.21","544.07","548.67","521.14","1.25M","-5.89%"
"06/10/2020","558.06","559.45","567.58","555.63","779.69K","0.00%"
"06/09/2020","558.06","547.97","562.50","546.95","851.93K","0.13%"
"06/08/2020","557.33","557.22","561.92","550.55","1.13M","0.14%"
"06/05/2020","556.53","558.00","562.09","551.62","1.44M","1.89%"
"06/04/2020","546.19","541.93","548.14","540.00","913.46K","-0.28%"
"06/03/2020","547.71","550.00","551.94","542.81","1.07M","1.18%"
"06/02/2020","541.34","544.40","547.77","538.43","847.09K","0.58%"
"06/01/2020","538.23","528.00","543.11","526.73","668.54K","1.81%"
"05/29/2020","528.64","530.69","534.50","520.55","1.16M","-1.53%"
"05/28/2020","536.84","548.48","550.00","535.01","1.13M","0.08%"
"05/27/2020","536.40","536.25","537.35","525.33","1.18M","2.44%"
"05/26/2020","523.63","525.00","530.15","521.41","1.06M","2.01%"
"05/22/2020","513.30","506.00","513.57","503.00","632.71K","0.94%"
"05/21/2020","508.51","508.08","509.63","504.15","1.01M","-0.05%"
"05/20/2020","508.74","509.56","513.00","503.46","1.50M","1.50%"
"05/19/2020","501.20","512.46","515.58","498.83","2.10M","-2.95%"
"05/18/2020","516.43","519.00","528.78","514.59","5.59M","0.53%"
"05/15/2020","513.73","495.00","515.59","490.52","5.96M","3.12%"
"05/14/2020","498.20","481.00","500.14","471.45","11.80M","2.55%"
"05/13/2020","485.80","459.99","491.78","456.50","9.67M","6.90%"
"05/12/2020","454.44","472.83","473.34","451.35","3.50M","-7.84%"
"05/11/2020","493.11","492.27","497.18","488.64","699.59K","-1.14%"
"05/08/2020","498.78","505.53","506.00","496.62","450.48K","0.28%"
"05/07/2020","497.39","494.87","502.81","493.33","537.10K","2.89%"
"05/06/2020","483.40","489.73","491.69","476.67","520.86K","-0.43%"
"05/05/2020","485.49","488.11","493.73","484.88","525.89K","0.83%"
"05/04/2020","481.51","479.00","483.71","473.11","634.90K","-0.55%"
"05/01/2020","484.16","491.42","492.47","483.15","526.33K","-3.56%"
"04/30/2020","502.04","501.24","507.94","497.81","580.33K","-1.83%"
"04/29/2020","511.39","510.67","516.00","500.58","638.00K","2.74%"
"04/28/2020","497.77","508.07","510.79","494.76","655.70K","0.23%"
"04/27/2020","496.65","481.07","498.15","477.06","613.93K","4.53%"
"04/24/2020","475.14","476.03","476.03","469.64","517.64K","0.84%"
"04/23/2020","471.20","481.32","484.76","469.31","512.35K","-2.04%"
"04/22/2020","481.00","484.32","487.88","475.54","842.76K","1.40%"
"04/21/2020","474.37","460.07","477.62","453.33","1.20M","0.76%"
"04/20/2020","470.80","467.84","475.24","464.14","589.55K","-1.27%"
"04/17/2020","476.87","476.32","484.69","469.35","977.29K","3.90%"
"04/16/2020","458.99","445.19","462.85","444.84","764.91K","3.59%"
"04/15/2020","443.07","442.49","451.00","440.00","590.58K","-3.27%"
"04/14/2020","458.03","466.79","467.99","456.48","566.29K","1.25%"
"04/13/2020","452.39","468.86","470.24","449.25","689.12K","-4.04%"
"04/09/2020","471.42","460.00","478.69","458.43","1.15M","4.53%"
"04/08/2020","450.97","445.81","455.64","441.63","772.26K","1.77%"
"04/07/2020","443.12","469.00","469.06","441.98","831.23K","-1.42%"
"04/06/2020","449.52","442.01","452.98","433.40","957.94K","7.52%"
"04/03/2020","418.07","426.71","432.98","411.03","612.65K","-1.98%"
"04/02/2020","426.53","408.18","433.87","406.19","649.31K","4.15%"
"04/01/2020","409.54","418.11","424.50","401.90","1.16M","-6.92%"
"03/31/2020","439.97","451.89","458.63","436.99","1.39M","-3.38%"
"03/30/2020","455.35","438.00","456.25","434.51","1.18M","4.84%"
"03/27/2020","434.34","428.54","449.48","421.12","1.04M","-3.89%"
"03/26/2020","451.90","408.06","454.50","405.57","1.60M","12.59%"
"03/25/2020","401.38","384.90","439.99","377.00","1.95M","7.98%"
"03/24/2020","371.70","349.30","373.06","346.29","1.32M","13.52%"
"03/23/2020","327.42","354.72","354.72","326.28","1.42M","-7.70%"
"03/20/2020","354.72","401.01","402.39","350.96","1.36M","-10.73%"
"03/19/2020","397.36","367.29","415.15","351.30","1.59M","6.43%"
"03/18/2020","373.36","357.17","374.57","323.98","1.97M","-3.46%"
"03/17/2020","386.76","366.21","398.24","355.39","1.61M","8.25%"
"03/16/2020","357.28","368.44","376.57","354.01","1.57M","-13.65%"
"03/13/2020","413.78","415.11","419.24","388.00","1.58M","7.14%"
"03/12/2020","386.22","398.38","420.00","383.43","1.67M","-10.38%"
"03/11/2020","430.97","445.00","447.99","422.17","1.26M","-6.11%"
"03/10/2020","459.00","441.33","459.02","434.23","1.61M","9.54%"
"03/09/2020","419.01","411.39","436.10","405.15","1.48M","-6.97%"
"03/06/2020","450.41","452.04","458.96","440.52","1.46M","-4.67%"
"03/05/2020","472.47","477.37","482.39","464.58","1.02M","-4.61%"
"03/04/2020","495.31","488.09","497.77","479.30","1.18M","2.75%"
"03/03/2020","482.07","488.34","503.98","476.18","1.59M","-1.20%"
"03/02/2020","487.94","467.14","488.18","461.57","1.28M","5.38%"
"02/28/2020","463.01","459.25","465.41","449.02","2.04M","-2.69%"
"02/27/2020","475.82","495.64","500.86","475.78","1.29M","-6.42%"
"02/26/2020","508.47","508.17","517.96","505.49","959.70K","0.49%"
"02/25/2020","506.00","530.26","531.13","502.47","1.06M","-4.17%"
"02/24/2020","528.00","536.05","541.31","527.65","1.06M","-5.21%"
"02/21/2020","557.00","563.41","564.85","555.00","494.17K","-1.75%"
"02/20/2020","566.92","570.00","572.95","560.62","475.40K","-0.90%"
"02/19/2020","572.07","567.98","573.00","566.19","383.20K","1.29%"
"02/18/2020","564.81","565.00","565.22","562.31","403.25K","-0.20%"
"02/14/2020","565.94","565.74","568.92","562.71","472.39K","-0.46%"
"02/13/2020","568.55","568.69","572.75","567.37","479.68K","-0.69%"
"02/12/2020","572.48","574.84","576.81","570.01","426.31K","0.36%"
"02/11/2020","570.44","564.05","571.31","563.88","598.96K","1.66%"
"02/10/2020","561.10","553.44","561.25","553.30","744.10K","0.96%"
"02/07/2020","555.74","550.00","556.01","549.50","712.91K","0.19%"
"02/06/2020","554.67","548.07","555.24","541.33","824.43K","2.06%"
"02/05/2020","543.48","543.84","546.68","537.47","942.97K","1.54%"
"02/04/2020","535.24","538.17","540.32","531.45","851.76K","0.97%"
"02/03/2020","530.08","530.23","537.15","529.80","503.08K","0.52%"
"01/31/2020","527.35","537.94","539.09","525.18","646.42K","-2.29%"
"01/30/2020","539.69","531.04","540.26","528.91","510.96K","0.60%"
"01/29/2020","536.49","534.45","542.17","532.37","434.73K","1.23%"
"01/28/2020","529.97","527.96","533.77","525.15","496.58K","1.18%"
"01/27/2020","523.81","522.00","530.33","519.61","516.53K","-2.43%"
"01/24/2020","536.84","544.42","547.35","532.76","751.15K","-0.94%"
"01/23/2020","541.94","533.60","544.00","532.88","804.48K","0.95%"
"01/22/2020","536.86","532.53","539.63","531.34","778.12K","1.46%"
"01/21/2020","529.14","532.01","534.15","527.76","775.99K","-1.14%"
"01/17/2020","535.24","537.06","539.20","533.23","669.12K","0.04%"
"01/16/2020","535.00","536.91","536.91","530.25","778.15K","0.89%"
"01/15/2020","530.26","518.50","531.62","518.50","1.01M","2.30%"
"01/14/2020","518.32","520.15","525.00","516.52","924.36K","-0.92%"
"01/13/2020","523.11","513.27","523.45","513.27","651.83K","2.13%"
"01/10/2020","512.18","514.51","515.24","510.41","483.96K","-0.18%"
"01/09/2020","513.10","513.88","514.82","510.60","477.15K","1.18%"
"01/08/2020","507.10","507.77","510.14","502.24","726.51K","-0.02%"
"01/07/2020","507.22","502.88","509.82","502.88","454.22K","0.64%"
"01/06/2020","504.00","500.17","504.77","498.51","411.31K","0.09%"
"01/03/2020","503.57","501.72","506.70","501.52","337.32K","-1.06%"
"01/02/2020","508.98","510.00","510.00","504.92","520.45K","1.25%"
"12/31/2019","502.70","500.76","502.89","498.28","296.86K","0.37%"
"12/30/2019","500.84","504.00","504.00","499.59","276.15K","-0.43%"
"12/27/2019","503.01","503.25","504.55","501.62","221.68K","-0.05%"
"12/26/2019","503.24","499.84","503.26","499.73","156.97K","0.72%"
"12/24/2019","499.64","500.30","500.76","497.44","126.39K","0.00%"
"12/23/2019","499.66","501.62","502.82","497.61","361.21K","0.01%"
"12/20/2019","499.59","506.36","506.36","499.42","967.57K","-0.55%"
"12/19/2019","502.34","499.34","503.86","499.02","428.33K","0.57%"
"12/18/2019","499.49","503.17","503.17","498.17","542.93K","-0.56%"
"12/17/2019","502.29","503.53","505.22","500.10","425.12K","0.05%"
"12/16/2019","502.05","503.61","506.81","501.22","426.88K","0.69%"
"12/13/2019","498.61","501.59","503.86","495.49","455.65K","-0.70%"
"12/12/2019","502.12","494.04","503.69","493.52","535.82K","1.66%"
"12/11/2019","493.91","494.28","497.34","492.62","469.58K","-0.02%"
"12/10/2019","494.03","497.79","497.92","492.85","354.07K","-0.61%"
"12/09/2019","497.07","494.30","498.09","492.10","372.96K","0.26%"
"12/06/2019","495.76","495.47","499.70","491.85","507.00K","1.11%"
"12/05/2019","490.30","485.11","490.54","482.52","460.60K","0.74%"
"12/04/2019","486.69","485.66","493.00","485.66","730.79K","0.19%"
"12/03/2019","485.76","484.64","486.21","478.68","482.26K","-0.80%"
"12/02/2019","489.70","495.28","495.69","488.91","379.79K","-1.05%"
"11/29/2019","494.91","496.55","496.90","493.46","239.59K","0.14%"
"11/27/2019","494.21","490.43","494.64","488.86","299.71K","0.68%"
"11/26/2019","490.89","490.76","491.45","487.50","525.63K","-0.20%"
"11/25/2019","491.86","486.24","492.56","484.36","434.72K","1.41%"
"11/22/2019","485.00","485.00","487.76","484.10","483.12K","0.00%"
"11/21/2019","484.98","489.00","489.50","482.54","526.93K","-0.78%"
"11/20/2019","488.81","490.58","492.71","485.17","438.80K","-0.81%"
"11/19/2019","492.80","493.00","495.78","491.13","350.60K","0.22%"
"11/18/2019","491.74","490.81","492.57","488.69","303.68K","0.16%"
"11/15/2019","490.96","486.07","491.88","484.00","342.07K","1.31%"
"11/14/2019","484.59","484.97","485.63","481.84","413.32K","-0.20%"
"11/13/2019","485.57","482.53","487.90","480.57","334.80K","-0.25%"
"11/12/2019","486.79","487.00","487.62","484.41","365.29K","0.00%"
"11/11/2019","486.79","486.40","488.81","485.39","414.09K","-0.70%"
"11/08/2019","490.21","489.85","491.94","485.66","356.21K","0.01%"
"11/07/2019","490.16","492.20","495.39","489.54","756.49K","0.13%"
"11/06/2019","489.54","484.91","491.58","483.08","792.76K","1.47%"
"11/05/2019","482.44","476.53","484.89","475.79","716.77K","1.24%"
"11/04/2019","476.53","474.88","476.80","472.91","551.84K","1.57%"
"11/01/2019","469.17","466.36","471.60","466.31","441.46K","1.62%"
"10/31/2019","461.70","464.22","466.94","458.00","429.50K","-1.12%"
"10/30/2019","466.94","465.40","467.55","460.63","323.59K","0.17%"
"10/29/2019","466.16","464.95","470.79","464.60","473.73K","-0.09%"
"10/28/2019","466.56","461.47","469.50","461.47","584.10K","1.47%"
"10/25/2019","459.80","455.80","460.60","451.67","475.36K","1.13%"
"10/24/2019","454.66","457.58","459.48","451.71","405.18K","-0.53%"
"10/23/2019","457.06","449.83","457.32","448.33","378.30K","1.50%"
"10/22/2019","450.32","453.63","455.25","449.00","410.49K","-0.73%"
"10/21/2019","453.65","447.06","454.39","447.04","576.62K","1.93%"
"10/18/2019","445.04","448.73","450.19","444.60","527.96K","-1.25%"
"10/17/2019","450.67","449.99","454.38","449.00","546.59K","0.96%"
"10/16/2019","446.40","445.00","447.40","444.06","484.66K","0.44%"
"10/15/2019","444.45","437.82","447.98","435.05","840.30K","2.36%"
"10/14/2019","434.21","432.29","434.50","429.63","714.33K","0.05%"
"10/11/2019","434.00","428.00","435.90","425.46","742.92K","3.24%"
